file,label,reasons
html\plain_aast.edu_en_news_index.php_unit_id=1.html,not_program,fail:url
html\plain_aast.edu_en_news_news-album.php_language=1&view=1&unit_id=1&news_id=486105540&event_type_id=1.html,not_program,fail:url
html\plain_aast.edu_en_news_news-album.php_language=1&view=1&unit_id=1&news_id=486105541&event_type_id=1.html,not_program,fail:url
html\plain_aast.edu_en_news_news-album.php_language=1&view=1&unit_id=1&news_id=486105542&event_type_id=1.html,not_program,fail:url
html\plain_aast.edu_en_oil-gas_.html,not_program,fail:url
html\plain_aast.edu_en_presidency_.html,not_program,fail:url
html\plain_aast.edu_en_presidency_bio.php.html,not_program,fail:url
html\plain_aast.edu_en_presidency_news.php.html,not_program,fail:url
html\plain_aast.edu_en_presidency_speech-details.php_ser=2.html,not_program,fail:url
html\plain_aast.edu_en_presidency_speech-details.php_ser=3.html,not_program,fail:url
html\plain_aast.edu_en_presidency_speech-details.php_ser=4.html,not_program,fail:url
html\plain_aast.edu_en_presidency_speech-details.php_ser=5.html,not_program,fail:url
html\plain_aast.edu_en_presidency_speeches.php.html,not_program,fail:url
html\plain_aast.edu_en_programs-courses_program.php_unit_id=232&program_id=411&language_id=1.html,not_program,fail:url
html\plain_aast.edu_en_programs-courses_program.php_unit_id=616&program_id=380&language_id=1.html,not_program,fail:url
html\plain_aast.edu_en_programs-courses_results-postgrad.php.html,not_program,fail:url
html\plain_aast.edu_en_programs-courses_results-undergrad.php.html,not_program,fail:url
html\plain_aast.edu_en_programs-courses_results.php.html,not_program,fail:url
html\plain_aast.edu_en_programs-courses_results.php_area_study_id=0&search=.html,not_program,fail:url
html\plain_aast.edu_en_research_.html,not_program,fail:url
html\plain_aast.edu_en_research_announcements.php_unit_id=473.html,not_program,fail:url
html\plain_aast.edu_en_research_conference.php_language=1&view=1&unit_id=1&event_type_id=2.html,not_program,fail:url
html\plain_aast.edu_en_research_events.php_unit_id=473.html,not_program,fail:url
html\plain_aast.edu_en_research_index.php.html,not_program,fail:url
html\plain_aast.edu_en_research_list_staff.php_unit_id=473.html,not_program,fail:url
html\plain_aast.edu_en_research_news.php_unit_id=473.html,not_program,fail:url
html\plain_aast.edu_en_research_photogallery.php_unit_id=473.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_all-projects.php.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3718.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3719.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=372.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3721.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3724.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3725.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3726.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3727.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3728.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3729.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3731.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=1&proj_id=27.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=153&proj_id=1.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=153&proj_id=2.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=10.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=11.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=12.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=13.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=14.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=15.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=17.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=18.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=19.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=2.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=20.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=21.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=22.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=23.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=24.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=25.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=26.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=27.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=28.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=29.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=31.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=32.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=33.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=34.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=35.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=37.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=4.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=5.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=7.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=8.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=9.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=352&proj_id=1.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=409&proj_id=1.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=45&proj_id=1.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=45&proj_id=2.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=45&proj_id=3.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=45&proj_id=5.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=532&proj_id=1.html,not_program,fail:url
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=532&proj_id=2.html,not_program,fail:url
html\plain_aast.edu_en_sdg_.html,not_program,fail:url
html\plain_aast.edu_en_sdg_goals.php_unit_item=1201&page_id=120100001.html,not_program,fail:url
html\plain_aast.edu_en_sdg_goals.php_unit_item=1201.html,not_program,fail:url
html\plain_aast.edu_en_sdg_goals.php_unit_item=1204&page_id=120400001.html,not_program,fail:url
html\plain_aast.edu_en_sdg_goals.php_unit_item=1204.html,not_program,fail:url
html\plain_aast.edu_en_sdg_goals.php_unit_item=1206&page_id=120600001.html,not_program,fail:url
html\plain_aast.edu_en_sdg_goals.php_unit_item=1207.html,not_program,fail:url
html\plain_aast.edu_en_sdg_goals.php_unit_item=1208.html,not_program,fail:url
html\plain_aast.edu_en_services_.html,not_program,fail:url
html\plain_aast.edu_en_sitemap_.html,not_program,fail:url
html\plain_aast.edu_en_sitemap_sitemap.php_unit_id=1&lang_id=1.html,not_program,fail:url
html\plain_aast.edu_en_sites_library_.html,not_program,fail:url
html\plain_aast.edu_en_staff.php.html,not_program,fail:url
html\plain_aast.edu_en_student-affairs_alex_.html,not_program,fail:url
html\plain_aast.edu_en_student-affairs_elalamein_.html,not_program,fail:url
html\plain_aast.edu_en_student-affairs_heliopolis_.html,not_program,fail:url
html\plain_aast.edu_en_student-affairs_smartvillage_.html,not_program,fail:url
html\plain_aast.edu_en_students.php.html,not_program,fail:url
html\plain_aast.edu_en_success-stories_.html,not_program,fail:url
html\plain_aast.edu_en_success_stories_.html,not_program,fail:url
html\plain_aast.edu_en_success_stories_awards.php.html,not_program,fail:url
html\plain_aast.edu_en_testimonials_.html,not_program,fail:url
html\plain_aast.edu_en_testimonials_dr-gamal.php.html,not_program,fail:url
html\plain_aast.edu_en_testimonials_esteemed.php.html,not_program,fail:url
html\plain_aast.edu_en_training-courses_.html,not_program,fail:url
html\plain_aast.edu_en_training-courses_categories.php.html,not_program,fail:url
html\plain_aast.edu_en_training-courses_trainingresults.php_CATEGORYID=11.html,not_program,fail:url
html\plain_aast.edu_en_training-courses_trainingresults.php_CATEGORYID=28.html,not_program,fail:url
html\plain_aast.edu_en_training-courses_trainingresults.php_CATEGORYID=32.html,not_program,fail:url
html\plain_aast.edu_en_training-courses_trainingresults.php_CATEGORYID=6.html,not_program,fail:url
html\plain_aast.edu_en_university-rank_.html,not_program,fail:url
html\plain_aast.edu_en_vice_edu-affairs_.html,not_program,fail:url
html\plain_aast.edu_en_vice_edu-affairs_accreditation.php.html,not_program,fail:url
html\plain_aast.edu_en_vice_edu-affairs_contact-us.php.html,not_program,fail:url
html\plain_aast.edu_en_vice_edu-affairs_index.php.html,not_program,fail:url
html\plain_aast.edu_en_visitors.php.html,not_program,fail:url
html\plain_aast.edu_index.php.html,not_program,fail:url
html\plain_aast.edu_pheed_academic-research_search_home.php.html,not_program,fail:url
html\plain_aast.edu_pheed_staffadminview_pdf_retreive.php_url=staff_6444_cv_cv1.pdf&stafftype=staffnew.html,not_program,fail:url
html\plain_aastmtic.aast.edu_admission_application_ui_.html,not_program,fail:url
html\plain_aastmtic.aast.edu_onlineadmission_.html,not_program,fail:url
html\plain_aastmtic.aast.edu_OnlineTraining_HomePage_.html,not_program,fail:url
html\plain_aastmtic.aast.edu_studentemail_.html,not_program,fail:url
html\plain_aastmtic2.aast.edu_certifications_certification.aspx.html,not_program,fail:url
html\plain_aastmtic2.aast.edu_PG_admission_.html,not_program,fail:url
html\plain_aastmtic2.aast.edu_QNB_Tution.aspx.html,not_program,fail:url
html\plain_aastmtic2.aast.edu_tansik_.html,not_program,fail:url
html\plain_aastmtic3.aast.edu_lup_frm_searchDevice.aspx.html,not_program,fail:url
html\plain_aastmtic3.aast.edu_sri_index.html.html,not_program,fail:url
html\plain_alexreg.aast.edu_aastreg_.html,not_program,fail:url
html\plain_alexreg2.aast.edu_aastreg_.html,not_program,fail:url
html\plain_alexreg3.aast.edu_aastreg_.html,not_program,fail:url
html\plain_apc.aast.edu_wordpress_.html,not_program,fail:url
html\plain_cairoreg.aast.edu_aastreg_.html,not_program,fail:url
html\plain_cairoreg2.aast.edu_aastreg_.html,not_program,fail:url
html\plain_cairoreg3.aast.edu_aastreg_.html,not_program,fail:url
html\plain_ec.aast.edu_.html,not_program,fail:url
html\plain_hr.aast.edu_jobs_.html,not_program,fail:url
html\plain_iep.aast.edu_en_home.html,not_program,fail:url
html\plain_openaccess.aast.edu_.html,not_program,fail:url
html\plain_othersreg.aast.edu_aastreg_.html,not_program,fail:url
html\plain_staffportal.aast.edu_.html,not_program,fail:url
html\plain_studentportal.aast.edu_.html,not_program,fail:url
html\plain_studentportal.aast.edu_Login.html,not_program,fail:url
html\plain_uol.aast.edu.html,not_program,fail:url
html\plain_uol.aast.edu_.html,not_program,fail:url
html\plain_webmail.aast.edu_~cmtch_.html,not_program,fail:url
html\plain_www.aast.edu.html,not_program,fail:url
html\plain_www.aast.edu_.html,not_program,fail:url
html\plain_www.aast.edu_ar_policies_.html,not_program,fail:url
html\plain_www.aast.edu_en_admission_.html,not_program,fail:url
html\plain_www.aast.edu_en_alumni_.html,not_program,fail:url
html\plain_www.aast.edu_en_careers.php.html,not_program,fail:url
html\plain_www.aast.edu_en_colleges_ccit_smart_.html,not_program,fail:url
html\plain_www.aast.edu_en_contacts_contact-us.php.html,not_program,fail:url
html\plain_www.aast.edu_en_contacts_maps.php.html,not_program,fail:url
html\plain_www.aast.edu_en_institutes_aild_.html,not_program,fail:url
html\plain_www.aast.edu_en_sdg_.html,not_program,fail:url
html\plain_www.aast.edu_en_sites_alumni_.html,not_program,fail:url
html\plain_www.aast.edu_en_testimonials_.html,not_program,fail:url
html\plain_www.aast.edu_getData_retreiveGalleryPIC.php_unit=1&img=en_969_1_13082744_1092799730781723_4879725842806044464_n.jpg.html,not_program,fail:url
html\pw_aast.edu_ar_centers.php.html,not_program,fail:url
html\pw_aast.edu_ar_colleges_comt_.html,not_program,fail:url
html\pw_aast.edu_ar_complexes.php.html,not_program,fail:url
html\pw_aast.edu_ar_deaneries.php.html,not_program,fail:url
html\pw_aast.edu_ar_events_event-details.php_language=1&view=1&unit_id=1&event_id=1994&event_type_id=2.html,not_program,fail:url
html\pw_aast.edu_ar_events_event-details.php_language=1&view=1&unit_id=1&event_id=1995&event_type_id=2.html,not_program,fail:url
html\pw_aast.edu_ar_events_event-details.php_language=1&view=1&unit_id=1&event_id=2017&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_ar_gallery_index.php.html,not_program,fail:url
html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486104394&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486105609&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486105628&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486105629&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_campuses.php.html,not_program,fail:url
html\pw_aast.edu_en_centers.php.html,not_program,fail:url
html\pw_aast.edu_en_colleges.php.html,not_program,fail:url
html\pw_aast.edu_en_colleges_archaeology_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_art_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_CAI_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_ccit_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cfat_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_citl_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_clc_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_dokki_news-details.php_language=1&view=1&unit_id=366&news_id=36610051&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_dokki_news-details.php_language=1&view=1&unit_id=366&news_id=36610111&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_dokki_news-details.php_language=1&view=1&unit_id=366&news_id=36610121&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_elalamein_event-details.php_language=1&view=1&unit_id=616&event_id=1791&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_elalamein_news-details.php_language=1&view=1&unit_id=616&news_id=486102098&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_elalamein_news-details.php_language=1&view=1&unit_id=616&news_id=486102099&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_elalamein_news-details.php_language=1&view=1&unit_id=616&news_id=486103469&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_heliopolis_event-details.php_language=1&view=1&unit_id=385&event_id=1741&event_type_id=11.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_heliopolis_event-details.php_language=1&view=1&unit_id=385&event_id=2163&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_heliopolis_event-details.php_language=1&view=1&unit_id=385&event_id=2164&event_type_id=11.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_heliopolis_news-details.php_language=1&view=1&unit_id=385&news_id=38510041&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_heliopolis_news-details.php_language=1&view=1&unit_id=385&news_id=38510051&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_heliopolis_news-details.php_language=1&view=1&unit_id=385&news_id=486101819&event_type_id=3.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_smartvillage_event-details.php_language=1&view=1&unit_id=436&event_id=1898&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_smartvillage_event-details.php_language=1&view=1&unit_id=436&event_id=1899&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_smartvillage_event-details.php_language=1&view=1&unit_id=436&event_id=2010&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_smartvillage_news-details.php_language=1&view=1&unit_id=436&news_id=43610091&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_smartvillage_news-details.php_language=1&view=1&unit_id=436&news_id=486104361&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_cmt_smartvillage_news-details.php_language=1&view=1&unit_id=436&news_id=486104409&event_type_id=3.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_alex_news-details.php_language=1&view=1&unit_id=3&news_id=486105188&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_alex_news-details.php_language=1&view=1&unit_id=3&news_id=486105191&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_alex_news-details.php_language=1&view=1&unit_id=3&news_id=486105215&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_elalamein_event-details.php_language=1&view=1&unit_id=608&event_id=1942&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_elalamein_event-details.php_language=1&view=1&unit_id=608&event_id=1958&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_elalamein_event-details.php_language=1&view=1&unit_id=608&event_id=1969&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_elalamein_news-details.php_language=1&view=1&unit_id=608&news_id=486103667&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_elalamein_news-details.php_language=1&view=1&unit_id=608&news_id=486103668&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_elalamein_news-details.php_language=1&view=1&unit_id=608&news_id=486103669&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_heliopolis_event-details.php_language=1&view=1&unit_id=346&event_id=1761&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_heliopolis_event-details.php_language=1&view=1&unit_id=346&event_id=1867&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_heliopolis_news-details.php_language=1&view=1&unit_id=346&news_id=486104310&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_heliopolis_news-details.php_language=1&view=1&unit_id=346&news_id=486105086&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_heliopolis_news-details.php_language=1&view=1&unit_id=346&news_id=486105139&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_latakia_coe-news.php_unit_id=1&last_id=7566&get_event_type=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_latakia_coe-news.php_unit_id=1&last_id=7567&get_event_type=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_latakia_coe-news.php_unit_id=1&last_id=7568&get_event_type=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_latakia_news_en.php_language_id=&view=1&disp_unit=1&last_id=7566&get_event_type=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_latakia_news_en.php_language_id=&view=1&disp_unit=1&last_id=7567&get_event_type=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_latakia_news_en.php_language_id=&view=1&disp_unit=1&last_id=7568&get_event_type=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_smartvillage_event-details.php_language=1&view=1&unit_id=419&event_id=1563&event_type_id=2.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_smartvillage_event-details.php_language=1&view=1&unit_id=419&event_id=1564&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_smartvillage_event-details.php_language=1&view=1&unit_id=419&event_id=1569&event_type_id=4.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_smartvillage_news-details.php_language=1&view=1&unit_id=419&news_id=486103787&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_smartvillage_news-details.php_language=1&view=1&unit_id=419&news_id=486103791&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_coe_smartvillage_news-details.php_language=1&view=1&unit_id=419&news_id=486103903&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_comt_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_dentistry_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_gsb_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_law_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_medicine_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_pharmacy_.html,not_program,fail:url
html\pw_aast.edu_en_colleges_practical-training_contact-us.php.html,not_program,fail:url
html\pw_aast.edu_en_colleges_practical-training_list_staff.php_unit_id=1000.html,not_program,fail:url
html\pw_aast.edu_en_colleges_practical-training_news-details.php_language=1&view=1&unit_id=1000&news_id=486102695&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_colleges_practical-training_news-details.php_language=1&view=1&unit_id=1000&news_id=486102697&event_type_id=11.html,not_program,fail:url
html\pw_aast.edu_en_colleges_practical-training_news-details.php_language=1&view=1&unit_id=1000&news_id=486102698&event_type_id=11.html,not_program,fail:url
html\pw_aast.edu_en_complexes.php.html,not_program,fail:url
html\pw_aast.edu_en_deaneries.php.html,not_program,fail:url
html\pw_aast.edu_en_deaneries_csp_cairo_.html,not_program,fail:url
html\pw_aast.edu_en_events_event-details.php_event_id=100&unit_id=482.html,not_program,fail:url
html\pw_aast.edu_en_events_event-details.php_event_id=101&unit_id=482.html,not_program,fail:url
html\pw_aast.edu_en_events_event-details.php_language=1&view=1&unit_id=1&event_id=1994&event_type_id=2.html,not_program,fail:url
html\pw_aast.edu_en_events_event-details.php_language=1&view=1&unit_id=1&event_id=1995&event_type_id=2.html,not_program,fail:url
html\pw_aast.edu_en_events_event-details.php_language=1&view=1&unit_id=1&event_id=2017&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_gallery_index.php.html,not_program,fail:url
html\pw_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fevents%2Fevent-details.php%3Fevent_id%3D100%26unit_id%3D482%26lnselect%3D2.html,not_program,fail:url
html\pw_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fevents%2Fevent-details.php%3Fevent_id%3D101%26unit_id%3D482%26lnselect%3D2.html,not_program,fail:url
html\pw_aast.edu_en_institutes.php.html,not_program,fail:url
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486104394&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105036&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105540&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105541&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105542&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105608&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105609&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105628&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105629&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_news_news.php_unit_id=1.html,not_program,fail:url
html\pw_aast.edu_en_research_event-details.php_language=1&view=1&unit_id=1&event_id=1993&event_type_id=2.html,not_program,fail:url
html\pw_aast.edu_en_research_event-details.php_language=1&view=1&unit_id=1&event_id=1994&event_type_id=2.html,not_program,fail:url
html\pw_aast.edu_en_research_event-details.php_language=1&view=1&unit_id=1&event_id=1995&event_type_id=2.html,not_program,fail:url
html\pw_aast.edu_en_research_event-details.php_language=1&view=1&unit_id=473&event_id=1768&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_research_news-details.php_language=1&view=1&unit_id=473&news_id=486105582&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_research_news-details.php_language=1&view=1&unit_id=473&news_id=486105603&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_research_news-details.php_language=1&view=1&unit_id=473&news_id=486105604&event_type_id=1.html,not_program,fail:url
html\pw_aast.edu_en_services.php.html,not_program,fail:url
html\pw_aast.edu_en_vice_edu-affairs_announcements.php_unit_id=390.html,not_program,fail:url
html\pw_aast.edu_en_vice_edu-affairs_events.php_unit_id=390.html,not_program,fail:url
html\pw_aast.edu_en_vice_edu-affairs_news.php_unit_id=.html,not_program,fail:url
html\pw_aast.edu_en_vice_edu-affairs_photogallery.php_unit_id=390.html,not_program,fail:url
html\pw_aast.edu_pheed_staffadminview_pdf_retreive.php_url=&stafftype=staffuploads.html,not_program,fail:url
html\pw_aastmtic2.aast.edu_SRI_frm_subscription.aspx.html,not_program,fail:url
html\pw_www.aast.edu_en_colleges_ccit_.html,not_program,fail:url
