file,label,text_length
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3719.html,program,3894
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=372.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3721.html,staff,3613
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3724.html,staff,2731
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3725.html,staff,3346
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3726.html,staff,3654
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3727.html,staff,3275
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3728.html,staff,4766
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3729.html,program,2774
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=0&proj_id=3731.html,staff,6284
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=1&proj_id=27.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=153&proj_id=1.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=153&proj_id=2.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=10.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=11.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=12.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=13.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=14.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=15.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=17.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=18.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=19.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=2.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=20.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=21.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=22.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=23.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=24.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=25.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=26.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=27.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=28.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=29.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=31.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=32.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=33.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=34.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=35.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=37.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=4.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=5.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=7.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=8.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=16&proj_id=9.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=352&proj_id=1.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=409&proj_id=1.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=45&proj_id=1.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=45&proj_id=2.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=45&proj_id=3.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=45&proj_id=5.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=532&proj_id=1.html,staff,1227
html\plain_aast.edu_en_scientific-research_projects_project.php_uid=532&proj_id=2.html,staff,1227
html\plain_aast.edu_en_sdg_.html,news,3655
html\plain_aast.edu_en_sdg_goals.php_unit_item=1201&page_id=120100001.html,program,3453
html\plain_aast.edu_en_sdg_goals.php_unit_item=1201.html,program,2221
html\plain_aast.edu_en_sdg_goals.php_unit_item=1204&page_id=120400001.html,event,4503
html\plain_aast.edu_en_sdg_goals.php_unit_item=1204.html,event,2099
html\plain_aast.edu_en_sdg_goals.php_unit_item=1206&page_id=120600001.html,program,4871
html\plain_aast.edu_en_sdg_goals.php_unit_item=1207.html,news,3153
html\plain_aast.edu_en_sdg_goals.php_unit_item=1208.html,news,2477
html\plain_aast.edu_en_services_.html,staff,6907
html\plain_aast.edu_en_sitemap_.html,college,3225
html\plain_aast.edu_en_sitemap_sitemap.php_unit_id=1&lang_id=1.html,program,3876
html\plain_aast.edu_en_sites_library_.html,news,3784
html\plain_aast.edu_en_staff.php.html,staff,2477
html\plain_aast.edu_en_student-affairs_alex_.html,department,14861
html\plain_aast.edu_en_student-affairs_elalamein_.html,college,8272
html\plain_aast.edu_en_student-affairs_heliopolis_.html,news,8414
html\plain_aast.edu_en_student-affairs_smartvillage_.html,news,8087
html\plain_aast.edu_en_students.php.html,college,3929
html\plain_aast.edu_en_success-stories_.html,gallery,5276
html\plain_aast.edu_en_success_stories_.html,department,5597
html\plain_aast.edu_en_success_stories_awards.php.html,college,5308
html\plain_aast.edu_en_testimonials_.html,college,4879
html\plain_aast.edu_en_testimonials_dr-gamal.php.html,college,7770
html\plain_aast.edu_en_testimonials_esteemed.php.html,staff,5809
html\plain_aast.edu_en_training-courses_.html,program,993
html\plain_aast.edu_en_training-courses_categories.php.html,program,1826
html\plain_aast.edu_en_training-courses_trainingresults.php_CATEGORYID=11.html,program,11725
html\plain_aast.edu_en_training-courses_trainingresults.php_CATEGORYID=28.html,program,31865
html\plain_aast.edu_en_training-courses_trainingresults.php_CATEGORYID=32.html,program,29615
html\plain_aast.edu_en_training-courses_trainingresults.php_CATEGORYID=6.html,program,11673
html\plain_aast.edu_en_university-rank_.html,news,2288
html\plain_aast.edu_en_vice_edu-affairs_.html,college,7688
html\plain_aast.edu_en_vice_edu-affairs_accreditation.php.html,college,4813
html\plain_aast.edu_en_vice_edu-affairs_contact-us.php.html,college,5413
html\plain_aast.edu_en_vice_edu-affairs_index.php.html,college,7688
html\plain_aast.edu_en_visitors.php.html,college,1592
html\plain_aast.edu_index.php.html,useless,0
html\plain_aast.edu_pheed_academic-research_search_home.php.html,college,9925
html\plain_aast.edu_pheed_staffadminview_pdf_retreive.php_url=staff_6444_cv_cv1.pdf&stafftype=staffnew.html,staff,74224
html\plain_aastmtic.aast.edu_admission_application_ui_.html,other,87
html\plain_aastmtic.aast.edu_onlineadmission_.html,other,87
html\plain_aastmtic.aast.edu_OnlineTraining_HomePage_.html,other,109
html\plain_aastmtic.aast.edu_studentemail_.html,useless,48
html\plain_aastmtic2.aast.edu_certifications_certification.aspx.html,program,399
html\plain_aastmtic2.aast.edu_PG_admission_.html,other,557
html\plain_aastmtic2.aast.edu_QNB_Tution.aspx.html,other,378
html\plain_aastmtic2.aast.edu_tansik_.html,other,1115
html\plain_aastmtic3.aast.edu_lup_frm_searchDevice.aspx.html,college,1669
html\plain_aastmtic3.aast.edu_sri_index.html.html,other,3054
html\plain_alexreg.aast.edu_aastreg_.html,program,252
html\plain_alexreg2.aast.edu_aastreg_.html,program,252
html\plain_alexreg3.aast.edu_aastreg_.html,program,252
html\plain_apc.aast.edu_wordpress_.html,other,25176
html\plain_cairoreg.aast.edu_aastreg_.html,program,252
html\plain_cairoreg2.aast.edu_aastreg_.html,program,252
html\plain_cairoreg3.aast.edu_aastreg_.html,program,252
html\plain_ec.aast.edu_.html,program,7154
html\plain_hr.aast.edu_jobs_.html,other,82
html\plain_iep.aast.edu_en_home.html,program,2715
html\plain_openaccess.aast.edu_.html,program,1244
html\plain_othersreg.aast.edu_aastreg_.html,program,252
html\plain_staffportal.aast.edu_.html,staff,549
html\plain_studentportal.aast.edu_.html,other,66
html\plain_studentportal.aast.edu_Login.html,other,66
html\plain_uol.aast.edu.html,program,18620
html\plain_uol.aast.edu_.html,program,18620
html\plain_webmail.aast.edu_~cmtch_.html,gallery,743
html\plain_www.aast.edu.html,college,11362
html\plain_www.aast.edu_.html,college,11362
html\plain_www.aast.edu_ar_policies_.html,college,25886
html\plain_www.aast.edu_en_admission_.html,program,5595
html\plain_www.aast.edu_en_alumni_.html,program,8436
html\plain_www.aast.edu_en_careers.php.html,college,1346
html\plain_www.aast.edu_en_colleges_ccit_smart_.html,college,7164
html\plain_www.aast.edu_en_contacts_contact-us.php.html,program,4795
html\plain_www.aast.edu_en_contacts_maps.php.html,college,2642
html\plain_www.aast.edu_en_institutes_aild_.html,program,5947
html\plain_www.aast.edu_en_sdg_.html,news,3655
html\plain_www.aast.edu_en_sites_alumni_.html,program,8436
html\plain_www.aast.edu_en_testimonials_.html,college,4879
html\plain_www.aast.edu_getData_retreiveGalleryPIC.php_unit=1&img=en_969_1_13082744_1092799730781723_4879725842806044464_n.jpg.html,gallery,34930
html\pw_aast.edu_ar_centers.php.html,news,2984
html\pw_aast.edu_ar_colleges_comt_.html,college,2955
html\pw_aast.edu_ar_complexes.php.html,news,2695
html\pw_aast.edu_ar_deaneries.php.html,staff,2934
html\pw_aast.edu_ar_events_event-details.php_language=1&view=1&unit_id=1&event_id=1994&event_type_id=2.html,college,3344
html\pw_aast.edu_ar_events_event-details.php_language=1&view=1&unit_id=1&event_id=1995&event_type_id=2.html,event,3426
html\pw_aast.edu_ar_events_event-details.php_language=1&view=1&unit_id=1&event_id=2017&event_type_id=1.html,event,4016
html\pw_aast.edu_ar_gallery_index.php.html,gallery,2633
html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486104394&event_type_id=1.html,news,4043
html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486105609&event_type_id=1.html,news,4980
html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486105628&event_type_id=1.html,news,5740
html\pw_aast.edu_ar_news_news-details.php_language=2&view=1&unit_id=1&news_id=486105629&event_type_id=1.html,news,5265
html\pw_aast.edu_en_campuses.php.html,college,3681
html\pw_aast.edu_en_centers.php.html,college,3676
html\pw_aast.edu_en_colleges.php.html,college,3939
html\pw_aast.edu_en_colleges_archaeology_.html,program,11350
html\pw_aast.edu_en_colleges_art_.html,college,11863
html\pw_aast.edu_en_colleges_CAI_.html,college,9649
html\pw_aast.edu_en_colleges_ccit_.html,program,6727
html\pw_aast.edu_en_colleges_cfat_.html,college,8479
html\pw_aast.edu_en_colleges_citl_.html,program,9192
html\pw_aast.edu_en_colleges_clc_.html,program,13119
html\pw_aast.edu_en_colleges_cmt_.html,college,7944
html\pw_aast.edu_en_colleges_cmt_dokki_news-details.php_language=1&view=1&unit_id=366&news_id=36610051&event_type_id=1.html,college,3653
html\pw_aast.edu_en_colleges_cmt_dokki_news-details.php_language=1&view=1&unit_id=366&news_id=36610111&event_type_id=1.html,college,3496
html\pw_aast.edu_en_colleges_cmt_dokki_news-details.php_language=1&view=1&unit_id=366&news_id=36610121&event_type_id=1.html,college,3498
html\pw_aast.edu_en_colleges_cmt_elalamein_event-details.php_language=1&view=1&unit_id=616&event_id=1791&event_type_id=1.html,college,5179
html\pw_aast.edu_en_colleges_cmt_elalamein_news-details.php_language=1&view=1&unit_id=616&news_id=486102098&event_type_id=1.html,college,5975
html\pw_aast.edu_en_colleges_cmt_elalamein_news-details.php_language=1&view=1&unit_id=616&news_id=486102099&event_type_id=1.html,college,6146
html\pw_aast.edu_en_colleges_cmt_elalamein_news-details.php_language=1&view=1&unit_id=616&news_id=486103469&event_type_id=1.html,college,5289
html\pw_aast.edu_en_colleges_cmt_heliopolis_event-details.php_language=1&view=1&unit_id=385&event_id=1741&event_type_id=11.html,college,5200
html\pw_aast.edu_en_colleges_cmt_heliopolis_event-details.php_language=1&view=1&unit_id=385&event_id=2163&event_type_id=1.html,college,5192
html\pw_aast.edu_en_colleges_cmt_heliopolis_event-details.php_language=1&view=1&unit_id=385&event_id=2164&event_type_id=11.html,college,5546
html\pw_aast.edu_en_colleges_cmt_heliopolis_news-details.php_language=1&view=1&unit_id=385&news_id=38510041&event_type_id=1.html,college,5603
html\pw_aast.edu_en_colleges_cmt_heliopolis_news-details.php_language=1&view=1&unit_id=385&news_id=38510051&event_type_id=1.html,college,6028
html\pw_aast.edu_en_colleges_cmt_heliopolis_news-details.php_language=1&view=1&unit_id=385&news_id=486101819&event_type_id=3.html,college,6687
html\pw_aast.edu_en_colleges_cmt_smartvillage_event-details.php_language=1&view=1&unit_id=436&event_id=1898&event_type_id=1.html,college,4001
html\pw_aast.edu_en_colleges_cmt_smartvillage_event-details.php_language=1&view=1&unit_id=436&event_id=1899&event_type_id=1.html,college,3998
html\pw_aast.edu_en_colleges_cmt_smartvillage_event-details.php_language=1&view=1&unit_id=436&event_id=2010&event_type_id=1.html,college,5546
html\pw_aast.edu_en_colleges_cmt_smartvillage_news-details.php_language=1&view=1&unit_id=436&news_id=43610091&event_type_id=1.html,college,4463
html\pw_aast.edu_en_colleges_cmt_smartvillage_news-details.php_language=1&view=1&unit_id=436&news_id=486104361&event_type_id=1.html,college,4459
html\pw_aast.edu_en_colleges_cmt_smartvillage_news-details.php_language=1&view=1&unit_id=436&news_id=486104409&event_type_id=3.html,college,5140
html\pw_aast.edu_en_colleges_coe_.html,college,8187
html\pw_aast.edu_en_colleges_coe_alex_news-details.php_language=1&view=1&unit_id=3&news_id=486105188&event_type_id=1.html,college,5106
html\pw_aast.edu_en_colleges_coe_alex_news-details.php_language=1&view=1&unit_id=3&news_id=486105191&event_type_id=1.html,college,4852
html\pw_aast.edu_en_colleges_coe_alex_news-details.php_language=1&view=1&unit_id=3&news_id=486105215&event_type_id=1.html,college,5179
html\pw_aast.edu_en_colleges_coe_elalamein_event-details.php_language=1&view=1&unit_id=608&event_id=1942&event_type_id=1.html,college,4761
html\pw_aast.edu_en_colleges_coe_elalamein_event-details.php_language=1&view=1&unit_id=608&event_id=1958&event_type_id=1.html,college,4232
html\pw_aast.edu_en_colleges_coe_elalamein_event-details.php_language=1&view=1&unit_id=608&event_id=1969&event_type_id=1.html,college,4537
html\pw_aast.edu_en_colleges_coe_elalamein_news-details.php_language=1&view=1&unit_id=608&news_id=486103667&event_type_id=1.html,college,5499
html\pw_aast.edu_en_colleges_coe_elalamein_news-details.php_language=1&view=1&unit_id=608&news_id=486103668&event_type_id=1.html,college,5736
html\pw_aast.edu_en_colleges_coe_elalamein_news-details.php_language=1&view=1&unit_id=608&news_id=486103669&event_type_id=1.html,news,6036
html\pw_aast.edu_en_colleges_coe_heliopolis_event-details.php_language=1&view=1&unit_id=346&event_id=1761&event_type_id=1.html,college,4233
html\pw_aast.edu_en_colleges_coe_heliopolis_event-details.php_language=1&view=1&unit_id=346&event_id=1867&event_type_id=1.html,college,4818
html\pw_aast.edu_en_colleges_coe_heliopolis_news-details.php_language=1&view=1&unit_id=346&news_id=486104310&event_type_id=1.html,college,6505
html\pw_aast.edu_en_colleges_coe_heliopolis_news-details.php_language=1&view=1&unit_id=346&news_id=486105086&event_type_id=1.html,college,7555
html\pw_aast.edu_en_colleges_coe_heliopolis_news-details.php_language=1&view=1&unit_id=346&news_id=486105139&event_type_id=1.html,college,5988
html\pw_aast.edu_en_colleges_coe_latakia_coe-news.php_unit_id=1&last_id=7566&get_event_type=1.html,useless,0
html\pw_aast.edu_en_colleges_coe_latakia_coe-news.php_unit_id=1&last_id=7567&get_event_type=1.html,useless,0
html\pw_aast.edu_en_colleges_coe_latakia_coe-news.php_unit_id=1&last_id=7568&get_event_type=1.html,useless,0
html\pw_aast.edu_en_colleges_coe_latakia_news_en.php_language_id=&view=1&disp_unit=1&last_id=7566&get_event_type=1.html,useless,0
html\pw_aast.edu_en_colleges_coe_latakia_news_en.php_language_id=&view=1&disp_unit=1&last_id=7567&get_event_type=1.html,useless,0
html\pw_aast.edu_en_colleges_coe_latakia_news_en.php_language_id=&view=1&disp_unit=1&last_id=7568&get_event_type=1.html,useless,0
html\pw_aast.edu_en_colleges_coe_smartvillage_event-details.php_language=1&view=1&unit_id=419&event_id=1563&event_type_id=2.html,college,5066
html\pw_aast.edu_en_colleges_coe_smartvillage_event-details.php_language=1&view=1&unit_id=419&event_id=1564&event_type_id=1.html,college,4711
html\pw_aast.edu_en_colleges_coe_smartvillage_event-details.php_language=1&view=1&unit_id=419&event_id=1569&event_type_id=4.html,college,5676
html\pw_aast.edu_en_colleges_coe_smartvillage_news-details.php_language=1&view=1&unit_id=419&news_id=486103787&event_type_id=1.html,news,5764
html\pw_aast.edu_en_colleges_coe_smartvillage_news-details.php_language=1&view=1&unit_id=419&news_id=486103791&event_type_id=1.html,college,7115
html\pw_aast.edu_en_colleges_coe_smartvillage_news-details.php_language=1&view=1&unit_id=419&news_id=486103903&event_type_id=1.html,college,4863
html\pw_aast.edu_en_colleges_comt_.html,program,9561
html\pw_aast.edu_en_colleges_dentistry_.html,college,7654
html\pw_aast.edu_en_colleges_gsb_.html,program,9913
html\pw_aast.edu_en_colleges_law_.html,college,8205
html\pw_aast.edu_en_colleges_medicine_.html,college,10377
html\pw_aast.edu_en_colleges_pharmacy_.html,college,9107
html\pw_aast.edu_en_colleges_practical-training_contact-us.php.html,useless,0
html\pw_aast.edu_en_colleges_practical-training_list_staff.php_unit_id=1000.html,useless,0
html\pw_aast.edu_en_colleges_practical-training_news-details.php_language=1&view=1&unit_id=1000&news_id=486102695&event_type_id=1.html,news,3534
html\pw_aast.edu_en_colleges_practical-training_news-details.php_language=1&view=1&unit_id=1000&news_id=486102697&event_type_id=11.html,news,3708
html\pw_aast.edu_en_colleges_practical-training_news-details.php_language=1&view=1&unit_id=1000&news_id=486102698&event_type_id=11.html,news,3651
html\pw_aast.edu_en_complexes.php.html,college,3014
html\pw_aast.edu_en_deaneries.php.html,college,3270
html\pw_aast.edu_en_deaneries_csp_cairo_.html,program,6702
html\pw_aast.edu_en_events_event-details.php_event_id=100&unit_id=482.html,event,2738
html\pw_aast.edu_en_events_event-details.php_event_id=101&unit_id=482.html,event,2768
html\pw_aast.edu_en_events_event-details.php_language=1&view=1&unit_id=1&event_id=1994&event_type_id=2.html,event,3846
html\pw_aast.edu_en_events_event-details.php_language=1&view=1&unit_id=1&event_id=1995&event_type_id=2.html,event,3690
html\pw_aast.edu_en_events_event-details.php_language=1&view=1&unit_id=1&event_id=2017&event_type_id=1.html,staff,4519
html\pw_aast.edu_en_gallery_index.php.html,gallery,3552
html\pw_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fevents%2Fevent-details.php%3Fevent_id%3D100%26unit_id%3D482%26lnselect%3D2.html,event,2621
html\pw_aast.edu_en_includes_functions_language_redirect.php_url=https%3A%2F%2Faast.edu%2Fen%2Fevents%2Fevent-details.php%3Fevent_id%3D101%26unit_id%3D482%26lnselect%3D2.html,event,2621
html\pw_aast.edu_en_institutes.php.html,college,2812
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486104394&event_type_id=1.html,news,4212
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105036&event_type_id=1.html,news,6229
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105540&event_type_id=1.html,news,3508
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105541&event_type_id=1.html,news,3508
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105542&event_type_id=1.html,news,3508
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105608&event_type_id=1.html,news,5578
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105609&event_type_id=1.html,news,5148
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105628&event_type_id=1.html,news,6316
html\pw_aast.edu_en_news_news-details.php_language=1&view=1&unit_id=1&news_id=486105629&event_type_id=1.html,news,5681
html\pw_aast.edu_en_news_news.php_unit_id=1.html,news,3433
html\pw_aast.edu_en_research_event-details.php_language=1&view=1&unit_id=1&event_id=1993&event_type_id=2.html,program,6631
html\pw_aast.edu_en_research_event-details.php_language=1&view=1&unit_id=1&event_id=1994&event_type_id=2.html,program,6425
html\pw_aast.edu_en_research_event-details.php_language=1&view=1&unit_id=1&event_id=1995&event_type_id=2.html,program,6299
html\pw_aast.edu_en_research_event-details.php_language=1&view=1&unit_id=473&event_id=1768&event_type_id=1.html,event,5997
html\pw_aast.edu_en_research_news-details.php_language=1&view=1&unit_id=473&news_id=486105582&event_type_id=1.html,program,7699
html\pw_aast.edu_en_research_news-details.php_language=1&view=1&unit_id=473&news_id=486105603&event_type_id=1.html,program,7511
html\pw_aast.edu_en_research_news-details.php_language=1&view=1&unit_id=473&news_id=486105604&event_type_id=1.html,news,8524
html\pw_aast.edu_en_services.php.html,staff,6907
html\pw_aast.edu_en_vice_edu-affairs_announcements.php_unit_id=390.html,useless,0
html\pw_aast.edu_en_vice_edu-affairs_events.php_unit_id=390.html,useless,0
html\pw_aast.edu_en_vice_edu-affairs_news.php_unit_id=.html,useless,0
html\pw_aast.edu_en_vice_edu-affairs_photogallery.php_unit_id=390.html,useless,0
html\pw_aast.edu_pheed_staffadminview_pdf_retreive.php_url=&stafftype=staffuploads.html,useless,0
html\pw_aastmtic2.aast.edu_SRI_frm_subscription.aspx.html,useless,31
html\pw_www.aast.edu_en_colleges_ccit_.html,program,6727
