url,title,language,source,record_type,hash,file_path,page_id,unit_id,program_id,event_id,news_id,ser,clean_text,timestamp,json_data_parsed,ids_parsed,entity_type_guess,college,campus,event_type_id,text_full,text_short,emails,phones,json_data_parsed_str,ids_parsed_str
https://aast.edu/ar/centers/img/main-menu/t12.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,7994cc070d4dd3ce,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://site-assets.fontawesome.com/releases/v6.5.2/webfonts/fa-regular-400.woff2,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,6fb3b4253fa4eb16,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/fonts/icomoon.ttf,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,ecc38a92d8cb2a77,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://site-assets.fontawesome.com/releases/v6.5.2/webfonts/fa-solid-900.woff2,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,e4a2667be320053f,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://connect.facebook.net/signals/config/139431910221475?v=2.9.243&r=stable&domain=aast.edu&hme=fdfab1132115f4ac7aabc9fd7eee63947594f6e6f1735b47a225dd71217525d3&ex_m=89%2C147%2C127%2C18%2C65%2C66%2C120%2C61%2C41%2C121%2C70%2C60%2C134%2C78%2C13%2C88%2C26%2C115%2C108%2C68%2C71%2C114%2C131%2C97%2C136%2C7%2C3%2C4%2C6%2C5%2C2%2C79%2C87%2C137%2C214%2C158%2C55%2C216%2C217%2C48%2C173%2C25%2C67%2C222%2C221%2C161%2C28%2C54%2C8%2C57%2C83%2C84%2C85%2C90%2C111%2C27%2C24%2C113%2C110%2C109%2C128%2C69%2C130%2C129%2C43%2C53%2C105%2C12%2C133%2C38%2C203%2C205%2C168%2C21%2C22%2C23%2C15%2C16%2C37%2C33%2C35%2C34%2C74%2C80%2C82%2C95%2C119%2C122%2C39%2C96%2C19%2C17%2C101%2C62%2C31%2C124%2C123%2C125%2C116%2C20%2C30%2C52%2C94%2C132%2C63%2C14%2C126%2C29%2C183%2C154%2C275%2C201%2C145%2C186%2C179%2C155%2C92%2C112%2C73%2C103%2C47%2C40%2C102%2C107%2C51%2C58%2C42%2C98%2C46%2C49%2C45%2C86%2C135%2C0%2C106%2C11%2C104%2C9%2C1%2C50%2C81%2C56%2C59%2C100%2C77%2C76%2C44%2C117%2C75%2C72%2C64%2C99%2C91%2C36%2C118%2C32%2C93%2C10%2C138,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,578f1917df8e65f4,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://www.facebook.com/tr/,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,7dfc8d50764df9e9,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://salesiq.zohopublic.com/visitor/v2/channels/website?widgetcode=be75dc65916736ef4d8e6bed223f7171613267f7632ea1d4c4880f901dc96e8e&internal_channel_req=true&language_api=true&browser_language=en&current_domain=https%3A%2F%2Faast.edu&pagetitle=%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D9%83%D8%B2%20%7C%20%D8%A7%D9%84%D8%A3%D9%83%D8%A7%D8%AF%D9%8A%D9%85%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9%20%D9%84%D9%84%D8%B9%D9%84%D9%88%D9%85%20%D9%88%D8%A7%D9%84%D8%AA%D9%83%D9%86%D9%88%D9%84%D9%88%D8%AC%D9%8A%D8%A7%20%D9%88%D8%A7%D9%84%D9%86%D9%82%D9%84%20%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A&include_fields=avuid,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,4208d402d3b0bfad,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://css.zohocdn.com/salesiq/styles/floatbutton1_bHMUH6QRyg-y4UwolhbfAFrRqOHGBNpYjKZlHLLG8Alb3uIpXyqEzmZexzeC6CuU_.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,8351ec5abbcb842a,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://js.zohocdn.com/salesiq/js/floatbutton1_CrSHSWmskWCQgRf41QwhJfDs4jgZGA1IW30mqHg38LRp8DsIfyJER8Zp4qhtIu0a_.js,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,6996bd62909febc7,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://css.zohocdn.com/salesiq/styles/fonts/float/siq_mpWsf52LIPg9mU40fjRdjF6WMUs-Q0VNu4KH07GkhNZGQTRxW2eRyFJLAq9VKCYB_.ttf,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,8d40b4c897fb2d59,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://css.zohocdn.com/salesiq/styles/floatbuttonpostload_S5HNJwau1PlMkc18a6InKleG3V-M1srNOiYisVaC3wqeJ7BJWxpuIqc1E9mPchsP_.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,d7bfd01a87c375c3,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://css.zohocdn.com/salesiq/styles/newembedtheme_7nMmFo0ESIxWpUGdpIA_Gji1F1wXJfgzxXqzov8GXJfF87FZxcjEP__h96HoqdCb_.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,5bf679873869f8af,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://static.zohocdn.com/ichat/js/Oct_23_2025_11766173_wmsliteapi.js,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,468d9311c3a2f783,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://js.zohocdn.com/salesiq/js/siqnewchatwindow_E1F_-2Rbrrmpr-M85U4f-Q73R9XyBFPo0QTM5sjYQN5SfnUwti_rB7T0wOKZOv0x_.js,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,75edda408e55600a,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://js.zohocdn.com/salesiq/js/resource/embed/resource_LWvyVdIEKJJtcrT5ZHrnao-xgxfQVKUiskQ8zcqWtvgVOylnFao9vfFiJ_4zHclt_.js,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,053a66e4b9251471,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://us3-files.zohopublic.com/public/SalesIQ/download/d_781561031_brands_siq342899aee6f2061c35a1d146deaa1f255900639de46770c040f205496fc859e5?x-cli-msg=%7B%22x-siq-soid%22%3A%22781561031%22%2C%22x-siq-module%22%3A%22brands%22%2C%22x-siq-type%22%3A%22apps_custom_css%22%2C%22x-siq-parentid%22%3A%22siq342899aee6f2061c35a1d146deaa1f255900639de46770c040f205496fc859e5%22%2C%22x-siq-resourceid%22%3A%221656635079183_729077000000002058%22%2C%22x-siq-filetype%22%3A%22text%2Fcss%22%2C%22x-siq-filename%22%3A%22aastmt.css%22%7D,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,fdfc1e316d820924,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
