url,title,language,source,record_type,hash,file_path,page_id,unit_id,program_id,event_id,news_id,ser,clean_text,timestamp,json_data_parsed,ids_parsed,entity_type_guess,college,campus,event_type_id,text_full,text_short,emails,phones,json_data_parsed_str,ids_parsed_str
https://aast.edu/ar/centers.php,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,6c2beee5c701e661,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/index.php,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,9146e8ef5531ebe3,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/font-icons.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,a360feb0c5ffd368,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/all.min.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,f1215dd95b53f46a,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/fontawesome.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,5559e981f4633b9c,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/bootstrap.min.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,7349d6116bd8fa44,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/menu-page-rtl.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,4b52d18689336458,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/plugins.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,95a67b4affe6654b,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/glightbox.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,51bafa3e382a0255,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/style.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,7d4ac89807faca82,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/campus.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,f6875995e7224c33,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/owl.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,b5d2387bab8a1b2e,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/main-menu.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,cde35d97e051047e,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/css/animate.min.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,4c0e13e041741db4,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://site-assets.fontawesome.com/releases/v6.5.2/css/all.css,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,4366827fb97d0f16,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/template/en.png,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,3b93700a6a28a5fc,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/template/ar/topbar/img/logo5.png,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,7ce7248c7dff6921,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/template/ar/topbar/img/main-menu/arab_league.png,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,316189b524239a3a,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/template/ar/topbar/img/main-menu/ain-logo.png,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,4d46db1fab95df00,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/template/ar/topbar/img/main-menu/qs.jpg,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,cbd5c37beb0d8e09,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/logo.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,fadc282b9d59f34d,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/logo-ar.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,ecf93a21c43796d9,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/international-examination.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,67bf1c4bede88c17,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/entrepreneur.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,cf2914db858c20fe,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/ric.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,89c24e8097e26341,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/iprc.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,a6135211a3ca3ab3,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/csc.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,ea4af9d5c4c1508c,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/idc.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,932c5e92c7119ab3,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/mrcc.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,14544349d1ad01ad,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/qac.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,2741d00466465c5a,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/computer-networking.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,2aa16556f0893019,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/maritime-hotel.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,2ea99419826a0bd0,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/multimedia.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,86275635aa1e7193,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/smec.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,482937b096f80ffb,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/cdc.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,47e5fc7f5d7d4d70,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/motc.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,8a72be4efa93e431,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/mec.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,92b32ce5388a2aa8,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/chineese.webp,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,e8af4bb935b54506,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/centers/aaisc.png,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,52a4ad0d2dc4f997,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/img/hcc.jpg,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,image,f2735c30af400a43,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://cdn.jsdelivr.net/npm/sharer.js@latest/sharer.min.js,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,180a1f4789c19bbb,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://fonts.googleapis.com/css2?family=Readex+Pro:wght@300;400;500;600;700&display=swap,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,e770028bd4f4319b,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/fonts/DroidNaskh-Bold.ttf,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,0a7b1b9bce1c66e4,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/fonts/DroidNaskh-Bold.eot,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,277ee6c4ab363231,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/fonts/DroidNaskh-Bold.woff,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,efcf99b4ccd8863e,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/fonts/DroidNaskh-Regular.eot,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,e53ced290a5c63ed,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/fonts/DroidNaskh-Regular.ttf,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,0456ed1b995b3b6e,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/fonts/DroidNaskh-Regular.woff,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,36fcdad48a11d7a3,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://aast.edu/ar/centers/fonts/Droid-Naskh-Regular.ttf,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,95842ceefef4268a,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
http://aast.edu/en,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,4e1e3f85488462d8,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://salesiq.zoho.com/widget,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,html,dd2fffed68eeafe2,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
https://connect.facebook.net/en_US/fbevents.js,,unknown,json:aast.edu_ar_centers.php_calls.calls.json,event,a024cb24f300d323,C:\Users\mh978\Downloads\aast_scrape_final\step8\aast_v2_output_v4_20251125_125822\json\aast.edu_ar_centers.php_calls.calls.json,nan,nan,nan,nan,,nan,,,,,page,,,,,,[],[],,
